Parm;PM10;NO2;NO;NOX;IQA
15/2/21 20.00;48.35;27.15;4.90;35.11;97
15/2/21 22.00;24.18;17.02;1.79;20.23;48
16/2/21 0.00;25.15;5.41;0.00;5.88;50
16/2/21 2.00;12.45;3.39;0.00;3.86;25
16/2/21 4.00;6.11;1.82;0.00;2.29;12
16/2/21 6.00;2.93;4.61;0.27;5.48;6
16/2/21 8.00;14.41;21.09;3.17;26.41;29
16/2/21 10.00;7.08;14.07;2.28;18.02;14
16/2/21 12.00;17.83;12.08;3.37;17.71;36
16/2/21 14.00;8.79;26.70;11.04;44.08;22
16/2/21 16.00;11.23;24.50;7.78;36.89;22
16/2/21 18.00;48.35;42.50;9.84;58.04;97
16/2/21 20.00;24.18;75.08;30.41;122.16;61
16/2/21 22.00;11.97;41.12;6.59;51.67;26
17/2/21 0.00;16.12;9.38;0.19;10.14;32
17/2/21 2.00;22.22;4.45;0.00;4.92;44
17/2/21 4.00;18.07;7.65;0.02;8.15;36
17/2/21 6.00;18.56;14.42;0.55;15.72;37
17/2/21 8.00;11.72;44.42;15.40;68.49;34
17/2/21 10.00;22.47;31.19;6.94;42.29;45
17/2/21 12.00;24.42;33.66;9.13;48.12;49
17/2/21 14.00;23.44;33.73;12.80;53.81;47
17/2/21 16.00;22.22;32.75;8.66;46.49;44
17/2/21 18.00;54.70;59.69;5.02;67.84;109
17/2/21 20.00;27.35;79.53;25.92;119.72;60
17/2/21 22.00;22.47;40.94;4.64;48.51;45
18/2/21 0.00;52.50;13.87;0.24;14.70;105
18/2/21 2.00;34.92;6.89;0.85;8.66;70
18/2/21 4.00;28.33;5.72;0.22;6.52;57
18/2/21 6.00;18.56;11.38;0.52;12.64;37
18/2/21 8.00;21.98;25.83;3.41;31.52;44
18/2/21 10.00;18.32;26.01;5.60;35.06;37
18/2/21 12.00;26.37;14.27;3.79;20.55;53
18/2/21 14.00;17.09;16.94;5.99;26.58;34
18/2/21 16.00;54.46;18.03;4.92;26.04;109
18/2/21 18.00;29.55;31.49;4.58;38.98;59
18/2/21 20.00;24.18;67.67;41.98;132.49;66
18/2/21 22.00;32.48;35.14;7.36;46.88;65
19/2/21 0.00;37.61;15.13;0.36;16.15;75
19/2/21 2.00;29.55;3.66;0.20;4.43;59
19/2/21 4.00;31.99;3.93;0.04;4.45;64
19/2/21 6.00;15.87;11.85;0.53;13.13;32
19/2/21 8.00;10.99;28.21;7.15;39.63;22
19/2/21 10.00;10.01;28.07;8.43;41.45;21
19/2/21 12.00;27.59;11.00;1.67;14.03;55
19/2/21 14.00;52.75;10.72;1.79;13.92;105
19/2/21 16.00;26.37;10.32;0.91;12.17;53
19/2/21 18.00;16.36;22.44;1.17;24.70;33
19/2/21 20.00;20.02;21.30;1.33;23.81;40
19/2/21 22.00;27.59;12.65;0.40;13.72;55
20/2/21 0.00;22.22;4.38;0.00;4.85;44
20/2/21 2.00;25.40;1.58;0.06;2.14;51
20/2/21 4.00;14.16;1.24;0.00;1.71;28
20/2/21 6.00;18.32;8.65;1.05;10.72;37
20/2/21 8.00;47.86;24.50;10.02;40.33;96
20/2/21 10.00;23.93;29.42;11.20;47.05;48
20/2/21 12.00;11.97;23.05;6.36;33.27;24
20/2/21 14.00;35.90;24.28;5.83;33.68;72
20/2/21 16.00;17.83;13.05;1.73;16.16;36
20/2/21 18.00;16.85;30.38;5.80;39.74;34
20/2/21 20.00;36.39;51.57;5.15;59.92;73
20/2/21 22.00;48.60;42.97;7.82;55.41;97
21/2/21 0.00;66.67;22.20;1.37;24.77;133
21/2/21 2.00;70.09;5.89;0.54;7.18;140
21/2/21 4.00;58.12;3.16;0.03;3.68;116
21/2/21 6.00;43.22;5.49;0.25;6.33;86
21/2/21 8.00;31.99;14.68;1.84;17.96;64
21/2/21 10.00;32.48;26.14;8.89;40.23;65
21/2/21 12.00;38.58;17.76;4.46;25.07;77
21/2/21 14.00;22.22;12.84;4.06;19.53;44
21/2/21 16.00;19.05;6.51;1.06;8.61;38
21/2/21 18.00;20.51;15.59;2.74;20.26;41
21/2/21 20.00;17.83;30.41;5.75;39.69;36
21/2/21 22.00;38.10;29.36;6.53;39.84;76
22/2/21 0.00;40.05;14.08;0.50;15.30;80
22/2/21 6.00;20.76;5.70;0.41;6.80;42
22/2/21 8.00;16.12;32.61;22.18;67.08;34
22/2/21 10.00;26.62;37.37;26.66;78.71;53
22/2/21 12.00;25.89;17.70;6.43;28.02;52
22/2/21 14.00;52.01;19.16;5.27;27.69;104
22/2/21 16.00;25.89;14.00;4.54;21.43;52
22/2/21 18.00;15.38;26.86;5.01;35.00;31
22/2/21 20.00;14.65;48.89;15.85;73.65;37
22/2/21 22.00;33.21;45.91;11.37;63.80;66
23/2/21 0.00;56.65;16.89;0.67;18.38;113
23/2/21 2.00;65.69;6.16;0.45;7.31;131
23/2/21 4.00;50.31;3.60;0.02;4.10;101
23/2/21 6.00;33.21;9.55;0.43;10.67;66
23/2/21 8.00;38.10;21.57;2.91;26.49;76
23/2/21 10.00;41.76;16.76;2.68;21.32;84
23/2/21 12.00;35.65;11.54;2.67;16.09;71
23/2/21 14.00;53.24;18.38;5.35;27.05;106
23/2/21 16.00;26.62;16.19;3.69;22.31;53
23/2/21 18.00;27.59;34.02;7.21;45.53;55
23/2/21 20.00;27.35;60.89;6.11;70.71;55
23/2/21 22.00;49.82;41.74;4.80;49.57;100
24/2/21 0.00;52.75;20.48;0.73;22.06;105
24/2/21 2.00;46.89;6.65;0.35;7.65;94
24/2/21 4.00;34.19;3.36;0.07;3.92;68
24/2/21 6.00;30.04;8.68;0.39;9.75;60
24/2/21 8.00;34.92;37.21;15.87;62.00;70
24/2/21 10.00;48.35;36.78;19.31;66.84;97
24/2/21 12.00;57.88;21.14;5.65;30.27;116
24/2/21 14.00;42.00;28.18;8.95;42.36;84
24/2/21 16.00;42.49;21.51;3.97;28.06;85
24/2/21 18.00;55.43;36.65;9.08;51.03;111
24/2/21 20.00;75.95;55.89;10.08;71.79;152
24/2/21 22.00;101.83;44.29;13.13;64.88;204
25/2/21 0.00;98.17;15.65;0.55;16.97;196
25/2/21 2.00;75.46;7.10;0.38;8.15;151
25/2/21 4.00;46.40;4.62;0.93;6.51;93
25/2/21 6.00;28.08;17.28;0.96;19.21;56
25/2/21 8.00;28.57;41.61;23.73;78.45;57
25/2/21 10.00;18.32;44.58;13.60;65.88;37
25/2/21 12.00;37.85;20.98;4.14;27.79;76
25/2/21 14.00;39.56;34.40;10.85;51.50;79
25/2/21 16.00;41.27;17.53;2.36;21.61;83
25/2/21 18.00;46.89;37.80;5.53;46.73;94
25/2/21 20.00;70.57;84.55;34.39;137.73;141
25/2/21 22.00;98.66;43.37;11.57;61.57;197
26/2/21 0.00;105.98;16.58;0.56;17.90;212
26/2/21 2.00;88.40;5.97;0.35;6.97;177
26/2/21 6.00;56.65;8.55;0.20;9.32;113
26/2/21 8.00;46.15;39.34;12.85;59.50;92
26/2/21 10.00;43.22;51.67;23.85;88.69;86
26/2/21 12.00;60.32;35.49;8.93;49.65;121
26/2/21 14.00;64.96;35.62;11.94;54.38;130
26/2/21 16.00;56.41;25.39;3.09;30.58;113
26/2/21 18.00;62.27;64.22;12.10;83.22;125
26/2/21 20.00;77.90;91.92;26.15;132.45;156
26/2/21 22.00;112.33;39.04;3.85;45.40;225
27/2/21 0.00;123.81;14.16;0.33;15.13;248
27/2/21 2.00;94.75;7.39;0.03;7.90;189
27/2/21 4.00;74.97;4.27;0.01;4.75;150
27/2/21 6.00;61.29;7.43;0.10;8.05;123
27/2/21 8.00;47.37;29.89;7.07;41.19;95
27/2/21 10.00;42.25;24.51;5.22;32.97;84
27/2/21 12.00;56.41;24.62;5.46;33.45;113
27/2/21 14.00;52.26;15.21;3.00;20.28;105
27/2/21 16.00;44.93;12.68;0.96;14.62;90
27/2/21 18.00;52.50;27.58;2.30;31.56;105
27/2/21 20.00;75.70;55.85;4.28;62.85;151
27/2/21 22.00;97.92;27.98;1.92;31.38;196
28/2/21 0.00;95.48;8.49;0.08;9.07;191
28/2/21 2.00;83.27;8.66;0.22;9.45;167
28/2/21 6.00;76.43;6.14;0.14;6.82;153
28/2/21 8.00;51.53;8.96;0.40;10.03;103
28/2/21 10.00;40.78;9.91;1.86;13.22;82
28/2/21 12.00;64.47;8.56;2.63;13.06;129
28/2/21 14.00;32.23;4.72;1.11;6.88;64
28/2/21 16.00;16.12;3.38;0.39;4.44;32
28/2/21 18.00;52.01;12.06;1.17;14.31;104
28/2/21 20.00;25.89;18.30;2.07;21.94;52
28/2/21 22.00;12.94;16.92;0.57;18.26;26
1/3/21 0.00;6.35;3.28;0.07;3.85;13
1/3/21 6.00;13.68;4.97;0.52;6.24;27
1/3/21 8.00;11.97;19.66;3.33;25.23;24
1/3/21 10.00;17.83;18.45;4.11;25.21;36
1/3/21 12.00;16.61;10.24;2.09;13.90;33
1/3/21 14.00;47.62;12.75;3.45;18.50;95
1/3/21 16.00;23.69;13.61;4.07;20.31;47
1/3/21 18.00;16.36;18.52;2.89;23.41;33
1/3/21 20.00;19.05;27.54;1.94;30.98;38
1/3/21 22.00;20.76;19.62;0.72;21.18;42
2/3/21 0.00;24.42;6.57;0.05;7.11;49
2/3/21 4.00;25.15;3.33;0.07;3.89;50
2/3/21 6.00;17.09;10.86;0.77;12.52;34
2/3/21 8.00;14.41;53.00;31.58;101.88;51
2/3/21 10.00;21.49;37.81;18.09;66.01;43
2/3/21 12.00;27.59;16.80;5.14;25.15;55
2/3/21 14.00;30.04;10.78;2.91;15.71;60
2/3/21 16.00;55.19;12.65;2.95;17.64;110
2/3/21 18.00;33.94;34.66;8.90;48.76;68
2/3/21 20.00;25.64;66.21;15.84;90.95;51
2/3/21 22.00;30.04;40.18;5.42;48.95;60
3/3/21 0.00;39.56;12.41;0.24;13.23;79
3/3/21 2.00;42.49;5.68;0.10;6.30;85
3/3/21 4.00;38.10;5.37;0.53;6.65;76
3/3/21 6.00;31.99;7.43;0.40;8.50;64
3/3/21 8.00;27.35;28.31;5.24;36.81;55
3/3/21 10.00;30.28;26.21;5.58;35.23;61
3/3/21 12.00;26.62;13.49;3.67;19.58;53
3/3/21 14.00;51.53;12.01;2.63;16.51;103
3/3/21 16.00;25.64;13.66;2.01;17.21;51
3/3/21 18.00;15.14;30.20;6.19;40.15;30
3/3/21 20.00;19.78;63.42;8.33;76.64;40
3/3/21 22.00;21.49;32.53;2.69;37.11;43
4/3/21 0.00;32.97;14.08;0.79;15.75;66
4/3/21 2.00;26.37;5.64;0.03;6.14;53
4/3/21 4.00;27.11;4.63;0.13;5.30;54
4/3/21 6.00;29.06;10.19;0.80;11.88;58
4/3/21 8.00;18.07;32.32;13.01;52.73;36
4/3/21 10.00;31.01;32.11;11.77;50.62;62
4/3/21 12.00;39.56;30.81;6.59;41.38;79
4/3/21 14.00;33.46;17.74;2.70;22.34;67
4/3/21 16.00;27.59;15.77;2.63;20.27;55
4/3/21 18.00;18.80;28.76;4.11;35.52;38
4/3/21 20.00;12.70;17.66;0.90;19.50;25
4/3/21 22.00;21.98;12.08;0.52;13.34;44
5/3/21 0.00;22.95;8.87;1.21;11.19;46
5/3/21 2.00;17.34;7.81;0.98;9.77;35
5/3/21 6.00;33.46;6.04;0.12;6.69;67
5/3/21 8.00;24.42;27.22;6.35;37.42;49
5/3/21 10.00;16.61;23.75;4.03;30.40;33
5/3/21 12.00;27.59;14.70;2.20;18.54;55
5/3/21 14.00;52.01;18.20;3.17;23.52;104
5/3/21 16.00;25.89;16.54;2.76;21.23;52
5/3/21 18.00;20.51;34.93;5.55;43.89;41
5/3/21 20.00;11.72;32.38;1.75;35.53;23
5/3/21 22.00;27.84;22.45;1.17;24.70;56
6/3/21 0.00;26.62;10.31;1.27;12.72;53
6/3/21 2.00;23.20;7.71;0.20;8.48;46
6/3/21 4.00;24.18;4.74;0.04;5.26;48
6/3/21 6.00;25.64;7.12;0.37;8.16;51
6/3/21 8.00;25.40;21.23;2.82;26.01;51
6/3/21 10.00;32.23;15.09;1.47;17.81;64
6/3/21 12.00;48.35;12.75;3.42;18.45;97
6/3/21 14.00;35.16;10.54;3.15;15.84;70
6/3/21 16.00;56.90;6.83;1.15;9.06;114
6/3/21 18.00;78.88;20.39;4.70;28.07;158
6/3/21 20.00;39.32;43.10;13.08;63.62;79
6/3/21 22.00;19.54;20.23;2.46;24.46;39
7/3/21 0.00;9.77;7.43;0.26;8.30;20
7/3/21 2.00;4.88;5.52;0.19;6.28;10
7/3/21 4.00;2.44;2.96;0.09;3.56;5
7/3/21 6.00;1.22;5.57;0.12;6.21;3
7/3/21 8.00;0.98;8.18;0.81;9.89;5
7/3/21 10.00;16.36;8.11;1.07;10.22;33
7/3/21 12.00;10.50;10.14;2.94;15.11;21
7/3/21 14.00;15.63;11.92;2.90;16.83;31
7/3/21 16.00;49.33;5.56;1.06;7.65;99
7/3/21 18.00;62.52;13.93;2.92;18.87;125
7/3/21 20.00;31.26;26.19;2.89;31.08;63
7/3/21 22.00;15.63;26.86;1.26;29.25;31
8/3/21 0.00;11.97;13.71;0.17;14.44;24
8/3/21 2.00;23.69;5.87;0.05;6.41;47
8/3/21 4.00;23.69;6.28;1.11;8.45;47
8/3/21 6.00;19.05;13.99;3.25;19.44;38
8/3/21 8.00;23.69;41.92;32.78;92.64;47
8/3/21 10.00;20.76;28.25;10.19;44.34;42
8/3/21 12.00;28.08;26.92;9.37;41.75;56
8/3/21 14.00;31.99;18.85;6.48;29.25;64
8/3/21 16.00;29.55;19.89;4.77;27.67;59
8/3/21 18.00;24.66;24.54;4.10;31.29;49
8/3/21 20.00;27.59;35.43;8.56;49.01;55
8/3/21 22.00;46.15;18.26;0.09;18.86;92
9/3/21 0.00;39.07;9.35;0.03;9.86;78
9/3/21 2.00;38.34;7.23;0.77;8.87;77
9/3/21 4.00;36.39;4.87;0.58;6.23;73
9/3/21 6.00;33.70;8.69;0.49;9.92;67
9/3/21 10.00;14.41;14.59;2.95;19.58;29
9/3/21 12.00;11.72;8.71;1.57;11.58;23
9/3/21 14.00;6.35;7.03;1.06;9.11;13
9/3/21 16.00;4.64;5.87;0.60;7.26;9
9/3/21 18.00;5.37;18.10;0.74;19.69;11
9/3/21 20.00;17.83;18.36;1.96;21.83;36
9/3/21 22.00;29.55;16.72;1.08;18.84;59
10/3/21 0.00;20.27;7.78;0.87;9.58;41
10/3/21 2.00;14.16;5.76;0.29;6.66;28
10/3/21 6.00;7.81;3.98;0.09;4.59;16
10/3/21 8.00;9.52;12.03;0.90;13.87;19
10/3/21 10.00;21.25;13.12;2.06;16.75;42
10/3/21 12.00;46.64;7.18;1.06;9.27;93
10/3/21 14.00;23.20;13.54;5.68;22.71;46
10/3/21 16.00;11.48;12.51;3.96;19.05;23
10/3/21 18.00;13.68;16.52;2.28;20.48;27
10/3/21 20.00;9.52;17.15;0.78;18.81;19
10/3/21 22.00;18.07;9.06;0.04;9.59;36
11/3/21 0.00;15.38;1.78;0.21;2.57;31
11/3/21 2.00;14.41;1.72;0.11;2.35;29
11/3/21 4.00;12.21;2.57;0.16;3.29;24
11/3/21 6.00;8.79;9.02;0.86;10.80;18
11/3/21 8.00;14.65;20.74;2.56;25.13;29
11/3/21 10.00;13.92;13.07;3.84;19.42;28
11/3/21 12.00;10.50;8.86;2.78;13.57;21
11/3/21 14.00;11.23;10.76;3.82;17.08;22
11/3/21 16.00;43.71;12.12;2.59;16.56;87
11/3/21 18.00;38.58;25.89;5.49;34.77;77
11/3/21 20.00;19.78;40.61;5.28;49.16;40
11/3/21 22.00;22.22;29.47;1.56;32.32;44
12/3/21 0.00;33.70;7.80;0.20;8.57;67
12/3/21 6.00;55.43;7.57;0.18;8.31;111
12/3/21 8.00;27.59;19.13;2.26;23.06;55
12/3/21 10.00;13.68;15.76;3.09;20.95;27
12/3/21 12.00;44.44;11.08;1.71;14.17;89
12/3/21 14.00;22.22;20.68;7.77;33.07;44
12/3/21 16.00;10.99;23.04;4.00;29.63;22
12/3/21 18.00;12.94;12.67;1.02;14.70;26
12/3/21 20.00;14.65;13.98;0.91;15.83;29
12/3/21 22.00;20.76;11.56;0.56;12.89;42
13/3/21 0.00;26.62;9.55;1.67;12.57;53
13/3/21 2.00;21.73;5.84;1.19;8.13;43
13/3/21 4.00;56.90;3.45;0.01;3.93;114
13/3/21 6.00;28.33;12.86;1.43;15.51;57
13/3/21 8.00;14.16;37.43;11.78;55.95;28
13/3/21 10.00;7.08;19.28;4.34;26.40;14
13/3/21 12.00;3.42;15.26;4.19;22.14;11
13/3/21 14.00;39.80;12.57;3.01;17.64;80
13/3/21 16.00;19.78;7.10;1.26;9.50;40
13/3/21 18.00;12.70;15.44;1.99;18.96;25
13/3/21 20.00;19.29;13.06;0.90;14.90;39
13/3/21 22.00;21.25;6.79;0.32;7.75;42
14/3/21 0.00;22.22;2.13;0.07;2.71;44
14/3/21 2.00;21.25;0.25;0.04;0.77;42
14/3/21 4.00;22.71;1.33;0.08;1.92;45
14/3/21 6.00;14.90;3.27;0.13;3.94;30
14/3/21 8.00;46.40;13.66;5.08;21.91;93
14/3/21 10.00;23.20;3.78;0.57;5.12;46
14/3/21 12.00;11.48;3.49;0.49;4.71;23
14/3/21 14.00;5.62;2.28;0.30;3.21;11
14/3/21 16.00;6.84;0.20;0.05;0.74;14
14/3/21 18.00;46.15;4.12;0.33;5.10;92
14/3/21 20.00;22.95;3.77;0.18;4.50;46
14/3/21 22.00;11.48;6.73;0.23;7.54;23
15/3/21 0.00;5.62;6.02;0.69;7.54;11
15/3/21 2.00;2.69;0.35;0.00;0.72;5
15/3/21 4.00;1.22;0.91;0.04;1.44;2
15/3/21 6.00;37.61;1.31;0.14;1.98;75
15/3/21 8.00;18.80;6.21;1.02;8.24;38
15/3/21 10.00;12.94;6.82;1.21;9.15;26
15/3/21 12.00;6.35;6.38;0.68;7.89;13
15/3/21 14.00;3.17;7.91;0.68;9.41;6
15/3/21 16.00;1.47;7.34;1.31;9.81;5
15/3/21 18.00;37.12;10.75;1.63;13.71;74
15/3/21 20.00;18.56;11.40;0.84;13.15;37
15/3/21 22.00;9.28;9.70;0.23;10.52;19
16/3/21 0.00;4.64;5.44;0.22;6.25;9
16/3/21 2.00;2.20;2.43;0.49;3.64;4
16/3/21 4.00;37.12;2.56;0.10;3.17;74
16/3/21 6.00;18.56;5.58;0.24;6.42;37
16/3/21 8.00;15.38;16.45;2.06;20.08;31
16/3/21 10.00;7.57;11.78;2.23;15.67;15
16/3/21 12.00;3.66;7.77;1.85;11.07;7
16/3/21 14.00;9.52;7.97;2.12;11.69;19
16/3/21 16.00;4.64;5.22;0.56;6.54;9
16/3/21 18.00;46.64;14.56;2.03;18.13;93
16/3/21 20.00;23.20;16.09;2.91;21.01;46
16/3/21 22.00;11.48;7.58;0.40;8.65;23
17/3/21 0.00;5.62;3.41;0.40;4.42;11
17/3/21 6.00;6.59;4.91;0.15;5.60;13
17/3/21 8.00;3.17;13.21;1.44;15.88;8
17/3/21 10.00;1.47;10.50;2.78;15.23;8
17/3/21 12.00;0.73;7.27;1.88;10.62;5
17/3/21 14.00;11.97;6.98;2.75;11.66;24
17/3/21 16.00;5.86;6.51;1.60;9.43;12
17/3/21 18.00;9.04;10.67;1.50;13.43;18
17/3/21 20.00;5.13;21.70;0.80;23.38;12
17/3/21 22.00;8.30;16.81;0.66;18.29;17
18/3/21 0.00;11.48;9.28;0.13;9.95;23
18/3/21 2.00;17.34;5.89;0.43;7.02;35
18/3/21 4.00;12.94;3.35;0.10;3.96;26
18/3/21 6.00;43.47;6.01;0.21;6.80;87
18/3/21 8.00;21.73;31.21;6.50;41.63;43
18/3/21 10.00;10.74;15.02;3.42;20.72;21
18/3/21 12.00;29.30;13.37;5.37;22.07;59
18/3/21 14.00;14.65;15.88;5.02;24.03;29
18/3/21 16.00;13.68;9.46;2.19;13.28;27
18/3/21 18.00;16.12;17.49;4.13;24.29;32
18/3/21 20.00;10.26;45.83;2.51;50.13;25
18/3/21 22.00;10.74;21.25;1.96;24.71;21
19/3/21 0.00;23.69;9.63;0.33;10.61;47
19/3/21 2.00;25.40;5.56;0.53;6.84;51
19/3/21 4.00;16.12;4.78;0.22;5.58;32
19/3/21 6.00;13.92;9.57;0.62;10.99;28
19/3/21 8.00;10.50;23.79;4.83;31.66;21
19/3/21 10.00;14.90;13.35;2.34;17.40;30
19/3/21 12.00;19.05;11.25;2.83;16.06;38
19/3/21 14.00;12.21;16.27;6.27;26.35;24
19/3/21 16.00;7.81;13.47;3.97;20.02;16
19/3/21 18.00;7.57;21.61;4.89;29.56;15
19/3/21 20.00;12.45;34.05;1.91;37.44;25
19/3/21 22.00;21.49;29.25;1.40;31.86;43
20/3/21 0.00;43.71;11.26;0.14;11.95;87
20/3/21 2.00;48.60;7.71;0.10;8.33;97
20/3/21 4.00;34.43;6.11;0.21;6.89;69
20/3/21 6.00;57.63;4.45;0.11;5.09;115
20/3/21 8.00;28.82;14.85;0.80;16.54;58
20/3/21 10.00;14.41;16.87;2.17;20.67;29
20/3/21 12.00;22.22;14.10;1.88;17.44;44
20/3/21 14.00;10.99;16.01;2.51;20.32;22
20/3/21 16.00;5.37;16.30;2.73;20.95;11
20/3/21 18.00;12.21;19.38;1.25;21.75;24
20/3/21 20.00;7.81;42.55;2.63;47.04;24
20/3/21 22.00;13.19;12.58;0.92;14.46;26
21/3/21 0.00;16.12;5.29;0.12;5.94;32
21/3/21 2.00;13.68;4.33;0.19;5.09;27
21/3/21 4.00;45.18;3.93;0.10;4.55;90
21/3/21 6.00;22.47;4.09;0.10;4.71;45
21/3/21 8.00;15.87;11.73;0.58;13.09;32
21/3/21 10.00;7.81;15.56;2.58;19.97;16
21/3/21 12.00;3.91;20.50;7.81;32.93;16
21/3/21 14.00;25.89;15.60;3.30;21.12;52
21/3/21 16.00;12.94;5.42;0.89;7.24;26
21/3/21 18.00;50.31;7.05;0.75;8.66;101
21/3/21 20.00;25.15;5.00;0.44;6.15;50
21/3/21 22.00;12.45;3.56;0.17;4.28;25
22/3/21 8.00;8.55;14.60;4.32;21.69;17
22/3/21 10.00;20.76;17.09;3.93;23.58;42
22/3/21 12.00;10.26;11.33;2.52;15.65;21
22/3/21 14.00;5.13;14.78;3.32;20.34;10
22/3/21 16.00;2.44;13.36;2.99;18.42;9
22/3/21 18.00;6.59;14.06;3.33;19.63;13
22/3/21 20.00;12.45;16.05;3.35;21.65;25
22/3/21 22.00;13.92;8.53;1.28;10.95;28
23/3/21 0.00;16.36;5.45;0.80;7.15;33
23/3/21 2.00;10.50;4.39;0.29;5.30;21
23/3/21 4.00;6.11;7.50;0.66;8.98;12
23/3/21 6.00;5.86;8.33;1.23;10.68;12
23/3/21 8.00;10.74;14.57;4.02;21.20;21
23/3/21 10.00;9.28;9.50;3.36;15.11;19
23/3/21 12.00;15.87;10.76;3.63;16.79;32
23/3/21 14.00;12.70;9.08;2.99;14.12;25
23/3/21 16.00;48.84;8.77;2.16;12.55;98
23/3/21 18.00;24.91;11.75;1.21;14.06;50
23/3/21 20.00;20.76;16.42;3.74;22.62;42
23/3/21 22.00;20.27;9.96;1.53;12.76;41
24/3/21 0.00;18.56;1.28;0.10;1.78;37
24/3/21 2.00;12.94;1.22;0.57;2.56;26
24/3/21 4.00;14.41;2.13;0.60;3.53;29
24/3/21 6.00;15.14;6.07;0.18;6.81;30
24/3/21 8.00;10.01;18.20;1.56;21.06;20
24/3/21 10.00;13.68;19.95;1.46;22.64;27
24/3/21 12.00;20.02;9.54;2.60;13.99;40
24/3/21 14.00;23.20;7.93;2.61;12.41;46
24/3/21 16.00;47.62;6.95;1.76;10.11;95
24/3/21 18.00;29.06;13.55;3.46;19.31;58
24/3/21 20.00;18.56;17.67;3.48;23.46;37
24/3/21 22.00;20.51;10.83;0.89;12.66;41
25/3/21 0.00;14.90;5.50;0.30;6.43;30
25/3/21 2.00;13.92;2.85;0.16;3.56;28
25/3/21 4.00;15.14;7.17;0.27;8.04;30
25/3/21 6.00;10.50;11.60;2.49;15.89;21
25/3/21 8.00;10.50;18.00;4.56;25.46;21
25/3/21 10.00;8.30;23.47;6.27;33.55;17
25/3/21 12.00;15.14;16.39;4.66;24.00;30
25/3/21 14.00;20.51;10.62;5.16;19.00;41
25/3/21 16.00;13.68;8.24;2.95;13.22;27
25/3/21 18.00;12.94;16.94;3.16;22.24;26
25/3/21 20.00;47.13;56.56;6.02;66.25;94
25/3/21 22.00;23.44;35.68;3.51;41.52;47
26/3/21 0.00;11.72;10.39;0.30;11.32;23
26/3/21 2.00;20.76;2.85;0.18;3.58;42
26/3/21 4.00;21.25;0.71;0.00;1.18;42
26/3/21 6.00;14.65;4.62;0.07;5.20;29
26/3/21 8.00;17.09;21.70;4.82;29.56;34
26/3/21 10.00;16.85;14.73;4.32;21.82;34
26/3/21 12.00;13.19;22.95;5.98;32.57;26
26/3/21 14.00;14.16;11.18;2.91;16.11;28
26/3/21 16.00;15.87;11.96;2.89;16.85;32
26/3/21 18.00;41.51;18.22;3.42;23.93;83
26/3/21 20.00;20.76;39.65;6.77;50.49;42
26/3/21 22.00;10.26;12.87;0.98;14.84;21
27/3/21 0.00;15.38;7.55;0.34;8.53;31
27/3/21 2.00;12.70;5.43;0.72;7.00;25
27/3/21 4.00;24.42;5.07;0.36;6.09;49
28/3/21 14.00;50.55;7.20;1.30;9.66;101
28/3/21 16.00;33.21;4.90;0.63;6.33;66
28/3/21 18.00;23.20;8.93;0.99;10.91;46
28/3/21 20.00;26.62;22.90;1.28;25.33;53
28/3/21 22.00;34.92;14.93;0.04;15.45;70
29/3/21 0.00;27.35;5.97;0.15;6.66;55
29/3/21 2.00;23.20;5.38;0.25;6.22;46
29/3/21 4.00;27.35;8.26;0.01;8.74;55
29/3/21 6.00;48.60;12.30;0.01;12.78;97
29/3/21 8.00;46.64;28.39;3.07;33.55;93
29/3/21 10.00;35.41;13.27;1.53;16.08;71
29/3/21 12.00;29.06;10.94;3.79;17.21;58
29/3/21 14.00;45.67;8.51;1.68;11.55;91
29/3/21 16.00;22.71;9.16;2.07;12.80;45
29/3/21 18.00;21.73;12.35;1.76;15.50;43
29/3/21 20.00;15.87;17.78;1.07;19.88;32
29/3/21 22.00;26.86;13.75;0.22;14.55;54
30/3/21 0.00;43.22;3.17;0.25;4.02;86
30/3/21 2.00;56.65;3.32;0.11;3.96;113
30/3/21 4.00;28.33;3.65;0.13;4.32;57
30/3/21 6.00;14.16;17.99;0.92;19.86;28
30/3/21 8.00;7.08;30.78;4.51;38.15;19
30/3/21 10.00;4.88;13.81;3.18;19.15;10
30/3/21 12.00;24.18;11.06;2.44;15.26;48
30/3/21 14.00;15.38;9.42;1.94;12.85;31
30/3/21 16.00;8.06;10.54;1.59;13.45;16
30/3/21 18.00;14.90;16.03;2.24;19.92;30
30/3/21 20.00;9.77;33.01;0.10;33.62;20
30/3/21 22.00;21.98;18.93;0.89;20.76;44
31/3/21 0.00;26.62;7.38;0.01;7.86;53
31/3/21 2.00;30.77;7.81;0.01;8.29;62
31/3/21 4.00;20.02;9.44;0.20;10.21;40
31/3/21 6.00;17.83;32.10;2.28;36.05;36
31/3/21 8.00;22.71;35.51;5.83;44.91;45
31/3/21 10.00;33.21;15.86;2.95;20.85;66
31/3/21 12.00;30.77;11.03;1.52;13.83;62
31/3/21 14.00;20.02;9.08;1.38;11.66;40
31/3/21 16.00;14.41;9.36;1.59;12.27;29
31/3/21 18.00;13.19;17.65;1.98;21.15;26
31/3/21 20.00;33.21;44.16;1.85;47.45;66
31/3/21 22.00;38.58;16.91;0.35;17.91;77
1/4/21 0.00;33.70;3.69;0.01;4.16;67
1/4/21 2.00;29.55;2.25;0.00;2.72;59
1/4/21 4.00;21.98;4.32;0.79;6.00;44
